,0
572,66.0
573,66.0
574,66.0
575,66.0
576,66.0
577,66.0
578,66.0
579,66.0
580,61.0
581,61.0
582,61.0
583,61.0
584,61.0
585,61.0
586,61.0
587,61.0
588,66.0
589,66.0
590,66.0
591,66.0
592,66.0
593,66.0
594,66.0
595,66.0
596,66.0
597,66.0
598,66.0
599,66.0
600,66.0
601,66.0
602,66.0
603,66.0
604,64.0
605,64.0
606,64.0
607,64.0
608,64.0
609,64.0
610,64.0
611,64.0
612,64.0
613,64.0
614,64.0
615,64.0
616,64.0
617,64.0
618,64.0
619,64.0
620,66.0
621,66.0
622,66.0
623,66.0
624,66.0
625,66.0
626,66.0
627,66.0
628,66.0
629,66.0
630,66.0
631,66.0
632,66.0
633,66.0
634,66.0
635,66.0
636,68.0
637,68.0
638,68.0
639,68.0
640,68.0
641,68.0
642,68.0
643,68.0
644,68.0
645,68.0
646,68.0
647,68.0
648,68.0
649,68.0
650,68.0
651,68.0
652,61.0
653,61.0
654,61.0
655,61.0
656,61.0
657,61.0
658,63.0
659,64.0
660,64.0
661,64.0
662,64.0
663,64.0
664,64.0
665,64.0
666,64.0
667,64.0
668,64.0
669,64.0
670,64.0
671,64.0
672,64.0
673,64.0
674,64.0
675,64.0
676,64.0
677,64.0
678,64.0
679,64.0
680,64.0
681,64.0
682,63.0
683,64.0
684,64.0
685,64.0
686,64.0
687,64.0
688,64.0
689,59.0
690,59.0
691,64.0
692,64.0
693,64.0
694,64.0
695,64.0
696,64.0
697,64.0
698,64.0
699,64.0
700,64.0
701,64.0
702,64.0
703,64.0
704,64.0
705,64.0
706,64.0
707,64.0
708,64.0
709,64.0
710,64.0
711,64.0
712,64.0
713,61.0
714,61.0
715,61.0
716,66.0
717,66.0
718,66.0
719,66.0
720,66.0
721,66.0
722,66.0
723,66.0
724,66.0
725,66.0
726,66.0
727,66.0
728,66.0
729,66.0
730,66.0
731,66.0
732,66.0
733,66.0
734,66.0
735,66.0
736,59.0
737,59.0
738,59.0
739,64.0
740,64.0
741,64.0
742,64.0
743,64.0
744,62.0
745,62.0
746,62.0
747,62.0
748,61.0
749,61.0
750,61.0
751,61.0
752,61.0
753,61.0
754,59.0
755,61.0
756,61.0
757,61.0
758,61.0
759,61.0
760,61.0
761,61.0
762,61.0
763,61.0
764,61.0
765,61.0
766,61.0
767,61.0
768,61.0
769,61.0
770,61.0
771,61.0
772,61.0
773,61.0
774,59.0
775,59.0
776,57.0
777,57.0
778,57.0
779,57.0
780,57.0
781,57.0
782,57.0
783,57.0
784,0.0
785,0.0
786,0.0
787,0.0
788,57.0
789,57.0
790,57.0
791,57.0
792,57.0
793,57.0
794,57.0
795,57.0
796,57.0
797,57.0
798,57.0
799,57.0
800,57.0
801,57.0
802,57.0
803,57.0
804,57.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,59.0
829,59.0
830,59.0
831,59.0
832,57.0
833,57.0
834,57.0
835,57.0
836,57.0
837,57.0
838,57.0
839,57.0
840,59.0
841,59.0
842,59.0
843,64.0
844,64.0
845,64.0
846,64.0
847,64.0
848,64.0
849,64.0
850,64.0
851,64.0
852,64.0
853,64.0
854,64.0
855,64.0
856,64.0
857,64.0
858,64.0
859,64.0
860,64.0
861,69.0
862,69.0
863,69.0
864,68.0
865,68.0
866,68.0
867,68.0
868,66.0
869,66.0
870,66.0
871,66.0
872,64.0
873,64.0
874,64.0
875,64.0
876,64.0
877,64.0
878,63.0
879,63.0
880,63.0
881,63.0
882,63.0
883,65.0
884,65.0
885,65.0
886,65.0
887,65.0
888,65.0
889,65.0
890,65.0
891,65.0
892,66.0
893,66.0
894,66.0
895,66.0
896,66.0
897,66.0
898,66.0
899,66.0
900,66.0
901,66.0
902,66.0
903,66.0
904,65.0
905,66.0
906,66.0
907,66.0
908,68.0
909,68.0
910,68.0
911,68.0
912,73.0
913,73.0
914,73.0
915,73.0
916,73.0
917,73.0
918,73.0
919,73.0
920,66.0
921,66.0
922,66.0
923,66.0
924,66.0
925,66.0
926,66.0
927,66.0
928,66.0
929,71.0
930,71.0
931,71.0
932,71.0
933,71.0
934,71.0
935,71.0
936,64.0
937,64.0
938,64.0
939,64.0
940,64.0
941,64.0
942,64.0
943,64.0
944,64.0
945,64.0
946,63.0
947,63.0
948,63.0
949,63.0
950,63.0
951,62.0
952,62.0
953,62.0
954,62.0
955,62.0
956,61.0
957,61.0
958,61.0
959,61.0
960,61.0
961,61.0
962,61.0
963,61.0
964,61.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,61.0
982,61.0
983,61.0
984,61.0
985,61.0
986,61.0
987,61.0
988,66.0
989,66.0
990,66.0
991,66.0
992,66.0
993,66.0
994,66.0
995,66.0
996,66.0
997,66.0
998,66.0
999,66.0
1000,64.0
1001,64.0
1002,64.0
1003,64.0
1004,62.0
1005,62.0
1006,62.0
1007,62.0
1008,62.0
1009,62.0
1010,62.0
1011,62.0
1012,62.0
1013,62.0
1014,62.0
1015,62.0
1016,62.0
1017,62.0
1018,62.0
1019,62.0
1020,64.0
1021,64.0
1022,64.0
1023,64.0
1024,64.0
1025,64.0
1026,64.0
1027,64.0
1028,64.0
1029,64.0
1030,64.0
1031,64.0
1032,64.0
1033,64.0
1034,64.0
1035,64.0
1036,66.0
1037,66.0
1038,66.0
1039,66.0
1040,66.0
1041,66.0
1042,66.0
1043,66.0
1044,66.0
1045,66.0
1046,66.0
1047,66.0
1048,66.0
1049,66.0
1050,66.0
1051,66.0
1052,59.0
1053,59.0
1054,59.0
1055,59.0
1056,59.0
1057,59.0
1058,59.0
1059,61.0
1060,61.0
1061,61.0
1062,61.0
1063,61.0
1064,62.0
1065,62.0
1066,62.0
1067,62.0
1068,64.0
1069,64.0
1070,64.0
1071,64.0
1072,64.0
1073,59.0
1074,59.0
1075,64.0
1076,64.0
1077,64.0
1078,64.0
1079,64.0
1080,62.0
1081,62.0
1082,62.0
1083,62.0
1084,61.0
1085,61.0
1086,61.0
1087,61.0
1088,61.0
1089,57.0
1090,57.0
1091,57.0
1092,62.0
1093,62.0
1094,62.0
1095,62.0
1096,62.0
1097,62.0
1098,62.0
1099,62.0
1100,62.0
1101,62.0
1102,62.0
1103,62.0
1104,62.0
1105,62.0
1106,62.0
1107,62.0
1108,61.0
1109,61.0
1110,61.0
1111,61.0
1112,61.0
1113,61.0
1114,61.0
1115,61.0
1116,62.0
1117,62.0
1118,62.0
1119,62.0
1120,62.0
1121,62.0
1122,62.0
1123,62.0
1124,62.0
1125,62.0
1126,69.0
1127,69.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,59.0
1137,57.0
1138,57.0
1139,59.0
1140,59.0
1141,59.0
1142,59.0
1143,61.0
1144,61.0
1145,61.0
1146,61.0
1147,61.0
1148,62.0
1149,62.0
1150,62.0
1151,62.0
1152,62.0
1153,57.0
1154,57.0
1155,62.0
1156,62.0
1157,62.0
1158,62.0
1159,62.0
1160,62.0
1161,62.0
1162,62.0
1163,62.0
1164,61.0
1165,62.0
1166,62.0
1167,64.0
1168,64.0
1169,64.0
1170,66.0
1171,66.0
1172,67.0
1173,61.0
1174,61.0
1175,61.0
1176,61.0
1177,61.0
1178,61.0
1179,59.0
1180,59.0
1181,59.0
1182,59.0
1183,59.0
1184,59.0
1185,59.0
1186,59.0
1187,59.0
1188,59.0
1189,59.0
1190,59.0
1191,61.0
1192,61.0
1193,61.0
1194,62.0
1195,61.0
1196,61.0
1197,61.0
1198,61.0
1199,61.0
1200,62.0
1201,64.0
1202,64.0
1203,62.0
1204,62.0
1205,62.0
1206,62.0
1207,62.0
1208,62.0
1209,62.0
1210,62.0
1211,62.0
1212,62.0
1213,62.0
1214,62.0
1215,62.0
1216,61.0
1217,62.0
1218,62.0
1219,64.0
1220,64.0
1221,64.0
1222,64.0
1223,64.0
1224,64.0
1225,64.0
1226,64.0
1227,64.0
1228,64.0
1229,64.0
1230,64.0
1231,64.0
1232,66.0
1233,64.0
1234,64.0
1235,64.0
1236,62.0
1237,62.0
1238,62.0
1239,62.0
1240,62.0
1241,62.0
1242,62.0
1243,62.0
1244,61.0
1245,61.0
1246,61.0
1247,61.0
1248,61.0
1249,61.0
1250,61.0
1251,61.0
1252,61.0
1253,73.0
1254,73.0
1255,73.0
1256,73.0
1257,73.0
1258,73.0
1259,73.0
1260,66.0
1261,66.0
1262,66.0
1263,66.0
1264,66.0
1265,66.0
1266,66.0
1267,66.0
1268,66.0
1269,66.0
1270,66.0
1271,66.0
1272,68.0
1273,68.0
1274,68.0
1275,68.0
1276,69.0
1277,69.0
1278,69.0
1279,69.0
1280,69.0
1281,69.0
1282,69.0
1283,69.0
1284,69.0
1285,69.0
1286,69.0
1287,69.0
1288,69.0
1289,69.0
1290,69.0
1291,69.0
1292,68.0
1293,68.0
1294,68.0
1295,68.0
1296,68.0
1297,68.0
1298,68.0
1299,68.0
1300,68.0
1301,68.0
1302,68.0
1303,68.0
1304,68.0
1305,68.0
1306,68.0
1307,68.0
1308,66.0
1309,66.0
1310,66.0
1311,66.0
1312,66.0
1313,66.0
1314,66.0
1315,66.0
1316,66.0
1317,66.0
1318,66.0
1319,66.0
1320,66.0
1321,66.0
1322,66.0
1323,66.0
1324,66.0
1325,71.0
1326,71.0
1327,71.0
1328,71.0
1329,71.0
1330,71.0
1331,71.0
1332,71.0
1333,71.0
1334,71.0
1335,71.0
1336,71.0
1337,71.0
1338,71.0
1339,71.0
1340,71.0
1341,71.0
1342,71.0
1343,71.0
1344,71.0
1345,71.0
1346,71.0
1347,71.0
1348,71.0
1349,71.0
1350,71.0
1351,71.0
1352,67.0
1353,67.0
1354,67.0
1355,71.0
1356,71.0
1357,71.0
1358,71.0
1359,71.0
1360,69.0
1361,69.0
1362,67.0
1363,66.0
1364,66.0
1365,66.0
1366,66.0
1367,66.0
1368,67.0
1369,67.0
1370,67.0
1371,67.0
1372,69.0
1373,69.0
1374,69.0
1375,69.0
1376,69.0
1377,69.0
1378,69.0
1379,69.0
1380,69.0
1381,69.0
1382,69.0
1383,69.0
1384,69.0
1385,66.0
1386,66.0
1387,66.0
1388,64.0
1389,64.0
1390,64.0
1391,64.0
1392,66.0
1393,66.0
1394,66.0
1395,66.0
1396,66.0
1397,67.0
1398,67.0
1399,67.0
1400,69.0
1401,69.0
1402,69.0
1403,69.0
1404,69.0
1405,71.0
1406,71.0
1407,71.0
1408,69.0
1409,69.0
1410,67.0
1411,66.0
1412,66.0
1413,66.0
1414,66.0
1415,66.0
1416,67.0
1417,66.0
1418,66.0
1419,66.0
1420,64.0
1421,64.0
1422,64.0
1423,64.0
1424,64.0
1425,64.0
1426,64.0
1427,64.0
1428,64.0
1429,64.0
1430,64.0
1431,64.0
1432,66.0
1433,66.0
1434,67.0
1435,69.0
1436,69.0
1437,69.0
1438,69.0
1439,69.0
1440,69.0
1441,69.0
1442,69.0
1443,69.0
1444,69.0
1445,69.0
1446,69.0
1447,69.0
1448,69.0
1449,69.0
1450,69.0
1451,69.0
1452,69.0
1453,69.0
1454,69.0
1455,69.0
1456,69.0
1457,66.0
1458,66.0
1459,66.0
1460,64.0
1461,64.0
1462,64.0
1463,64.0
1464,62.0
1465,62.0
1466,62.0
1467,62.0
1468,61.0
1469,61.0
1470,61.0
1471,61.0
1472,61.0
1473,61.0
1474,71.0
1475,69.0
1476,69.0
1477,69.0
1478,69.0
1479,69.0
1480,69.0
1481,67.0
1482,67.0
1483,67.0
1484,67.0
1485,67.0
1486,67.0
1487,67.0
1488,66.0
1489,66.0
1490,66.0
1491,66.0
1492,66.0
1493,66.0
1494,66.0
1495,66.0
1496,64.0
1497,64.0
1498,62.0
1499,64.0
1500,64.0
1501,64.0
1502,64.0
1503,64.0
1504,64.0
1505,64.0
1506,64.0
1507,64.0
1508,64.0
1509,64.0
1510,64.0
1511,64.0
1512,64.0
1513,64.0
1514,64.0
1515,64.0
1516,62.0
1517,62.0
1518,62.0
1519,62.0
1520,62.0
1521,62.0
1522,62.0
1523,62.0
1524,62.0
1525,62.0
1526,62.0
1527,62.0
1528,62.0
1529,62.0
1530,62.0
1531,62.0
1532,62.0
1533,62.0
1534,62.0
1535,62.0
1536,61.0
1537,62.0
1538,62.0
1539,64.0
1540,64.0
1541,64.0
1542,64.0
1543,64.0
1544,64.0
1545,64.0
1546,64.0
1547,64.0
1548,64.0
1549,64.0
1550,64.0
1551,64.0
1552,64.0
1553,73.0
1554,73.0
1555,73.0
1556,66.0
1557,66.0
1558,66.0
1559,66.0
1560,66.0
1561,66.0
1562,66.0
1563,66.0
1564,66.0
1565,66.0
1566,66.0
1567,66.0
1568,68.0
1569,68.0
1570,68.0
1571,68.0
1572,69.0
1573,69.0
1574,69.0
1575,69.0
1576,69.0
1577,69.0
1578,69.0
1579,69.0
1580,69.0
1581,69.0
1582,69.0
1583,69.0
1584,69.0
1585,69.0
1586,69.0
1587,69.0
1588,68.0
1589,68.0
1590,68.0
1591,68.0
1592,68.0
1593,68.0
1594,68.0
1595,68.0
1596,68.0
1597,68.0
1598,68.0
1599,68.0
1600,66.0
1601,66.0
1602,65.0
1603,66.0
1604,66.0
1605,66.0
1606,66.0
1607,66.0
1608,66.0
1609,66.0
1610,66.0
1611,66.0
1612,66.0
1613,66.0
1614,66.0
1615,66.0
1616,66.0
1617,66.0
1618,66.0
1619,66.0
1620,66.0
1621,71.0
1622,71.0
1623,71.0
1624,71.0
1625,71.0
1626,71.0
1627,71.0
1628,71.0
1629,71.0
1630,71.0
1631,71.0
1632,71.0
1633,71.0
1634,71.0
1635,71.0
1636,69.0
1637,69.0
1638,69.0
1639,69.0
1640,69.0
1641,69.0
1642,69.0
1643,69.0
1644,69.0
1645,69.0
1646,69.0
1647,69.0
1648,69.0
1649,69.0
1650,69.0
1651,69.0
1652,68.0
1653,68.0
1654,68.0
1655,68.0
1656,66.0
1657,66.0
1658,66.0
1659,66.0
1660,65.0
1661,65.0
1662,65.0
1663,65.0
1664,65.0
1665,65.0
1666,65.0
1667,65.0
1668,66.0
1669,66.0
1670,66.0
1671,66.0
1672,66.0
1673,66.0
1674,66.0
1675,66.0
1676,66.0
1677,66.0
1678,66.0
1679,66.0
1680,66.0
1681,66.0
1682,66.0
1683,66.0
1684,65.0
1685,65.0
1686,65.0
1687,65.0
1688,65.0
1689,65.0
1690,65.0
1691,65.0
1692,66.0
1693,66.0
1694,66.0
1695,66.0
1696,61.0
1697,61.0
1698,61.0
1699,61.0
1700,66.0
1701,66.0
1702,66.0
1703,66.0
1704,64.0
1705,64.0
1706,64.0
1707,64.0
1708,62.0
1709,62.0
1710,62.0
1711,62.0
1712,62.0
1713,62.0
1714,62.0
1715,62.0
1716,62.0
1717,62.0
1718,62.0
1719,62.0
1720,62.0
1721,62.0
1722,62.0
1723,62.0
1724,62.0
1725,62.0
1726,61.0
1727,61.0
1728,68.0
1729,68.0
1730,68.0
1731,68.0
1732,73.0
1733,73.0
1734,73.0
1735,73.0
1736,71.0
1737,71.0
1738,71.0
1739,71.0
1740,71.0
1741,71.0
1742,71.0
1743,71.0
1744,69.0
1745,69.0
1746,68.0
1747,69.0
1748,69.0
1749,69.0
1750,69.0
1751,69.0
1752,66.0
1753,66.0
1754,66.0
1755,66.0
1756,66.0
1757,74.0
1758,74.0
1759,74.0
1760,74.0
1761,74.0
1762,74.0
1763,74.0
1764,74.0
1765,74.0
1766,74.0
1767,74.0
1768,74.0
1769,74.0
1770,74.0
1771,68.0
1772,68.0
1773,68.0
1774,68.0
1775,68.0
1776,68.0
1777,68.0
1778,68.0
1779,68.0
1780,66.0
1781,66.0
1782,66.0
1783,66.0
1784,66.0
1785,66.0
1786,66.0
1787,66.0
1788,66.0
1789,66.0
1790,66.0
1791,66.0
1792,66.0
1793,66.0
1794,66.0
1795,66.0
1796,65.0
1797,65.0
1798,65.0
1799,65.0
1800,65.0
1801,65.0
1802,65.0
1803,65.0
1804,66.0
1805,66.0
1806,66.0
1807,66.0
1808,61.0
1809,61.0
1810,61.0
1811,61.0
1812,61.0
1813,61.0
1814,61.0
1815,61.0
1816,61.0
1817,61.0
1818,59.0
1819,59.0
1820,57.0
1821,57.0
1822,57.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,66.0
1923,64.0
1924,64.0
1925,64.0
1926,64.0
1927,61.0
1928,61.0
1929,61.0
1930,61.0
1931,61.0
1932,61.0
1933,61.0
1934,61.0
1935,61.0
1936,61.0
1937,61.0
1938,61.0
1939,64.0
1940,64.0
1941,64.0
1942,64.0
1943,61.0
1944,61.0
1945,61.0
1946,64.0
1947,64.0
1948,64.0
1949,64.0
1950,64.0
1951,68.0
1952,68.0
1953,64.0
1954,64.0
1955,64.0
1956,66.0
1957,64.0
1958,64.0
1959,64.0
1960,64.0
1961,64.0
1962,66.0
1963,68.0
1964,68.0
1965,66.0
1966,66.0
1967,66.0
1968,64.0
1969,66.0
1970,66.0
1971,68.0
1972,68.0
1973,68.0
1974,68.0
1975,68.0
1976,68.0
1977,68.0
1978,68.0
1979,68.0
1980,68.0
1981,68.0
1982,68.0
1983,66.0
1984,66.0
1985,66.0
1986,68.0
1987,68.0
1988,69.0
1989,69.0
1990,69.0
1991,69.0
1992,69.0
1993,69.0
1994,69.0
1995,69.0
1996,69.0
1997,69.0
1998,68.0
1999,68.0
2000,66.0
2001,66.0
2002,64.0
2003,64.0
2004,64.0
2005,61.0
2006,61.0
2007,61.0
2008,61.0
2009,66.0
2010,66.0
2011,66.0
2012,64.0
2013,64.0
2014,64.0
2015,64.0
2016,71.0
2017,69.0
2018,69.0
2019,69.0
2020,68.0
2021,68.0
2022,66.0
2023,68.0
2024,68.0
2025,68.0
2026,71.0
2027,69.0
2028,69.0
2029,69.0
2030,68.0
2031,68.0
2032,66.0
2033,66.0
2034,65.0
2035,66.0
2036,66.0
2037,66.0
2038,66.0
2039,66.0
2040,68.0
2041,68.0
2042,68.0
2043,68.0
2044,61.0
2045,61.0
2046,61.0
2047,61.0
2048,61.0
2049,61.0
2050,61.0
2051,61.0
2052,61.0
2053,61.0
2054,61.0
2055,61.0
2056,61.0
2057,61.0
2058,63.0
2059,64.0
2060,64.0
2061,64.0
2062,64.0
2063,64.0
2064,65.0
2065,65.0
2066,65.0
2067,65.0
2068,65.0
2069,65.0
2070,65.0
2071,65.0
2072,66.0
2073,66.0
2074,68.0
2075,68.0
2076,69.0
2077,69.0
2078,69.0
2079,69.0
2080,73.0
2081,71.0
2082,71.0
2083,69.0
2084,69.0
2085,69.0
2086,68.0
2087,68.0
2088,66.0
2089,66.0
2090,64.0
2091,64.0
2092,62.0
2093,62.0
2094,62.0
2095,62.0
2096,74.0
2097,73.0
2098,73.0
2099,71.0
2100,71.0
2101,69.0
2102,69.0
2103,69.0
2104,68.0
2105,68.0
2106,66.0
2107,66.0
2108,65.0
2109,65.0
2110,65.0
2111,65.0
2112,66.0
2113,66.0
2114,66.0
2115,66.0
2116,66.0
2117,66.0
2118,66.0
2119,66.0
2120,65.0
2121,65.0
2122,65.0
2123,65.0
2124,66.0
2125,66.0
2126,66.0
2127,66.0
2128,68.0
2129,68.0
2130,68.0
2131,68.0
2132,69.0
2133,69.0
2134,69.0
2135,69.0
2136,69.0
2137,69.0
2138,69.0
2139,69.0
2140,68.0
2141,68.0
